年,未破,持有日,A实收,A峰值,B实收,B峰值,C实收,再创新高
2017,True,767,-0.009496676163342821,0.10066476733143404,0.0,0.0,0.0,False
2021,False,25,-0.10526315789473684,0.003671970624234966,0.3635250917992656,0.8053855569155446,0.33414932680538567,True
2014,False,24,-0.05645161290322587,0.07258064516129026,0.25,1.158602150537634,0.22311827956989227,True
2017,False,22,-0.06517311608961307,-0.010183299389001976,-0.30346232179226074,-0.010183299389001976,-0.1507128309572302,False
2019,False,17,-0.06905370843989767,0.1253196930946292,0.4731457800511507,0.7826086956521738,-0.06905370843989767,True
2020,False,16,-0.13636363636363646,0.2659090909090909,0.02499999999999991,0.584090909090909,0.42727272727272725,True
2021,False,30,-0.1434977578475336,0.04035874439461873,-0.22571001494768317,0.04035874439461873,-0.34080717488789236,False
2023,False,2,-0.06361829025844934,-0.03578528827037786,0.0497017892644136,0.19880715705765417,-0.021868787276342005,True
2014,False,61,0.2116788321167884,0.31630170316301687,1.260340632603406,4.284671532846715,1.0048661800486616,True
2019,False,23,-0.06022408963585435,0.05742296918767509,-0.5392156862745098,0.05742296918767509,-0.27030812324929965,False
2022,False,16,-0.06759906759906764,0.19580419580419584,-0.44988344988344997,0.19580419580419584,-0.14685314685314688,False
2014,False,41,0.04137115839243499,0.24704491725768318,0.7281323877068555,1.853427895981087,1.0933806146572103,True
2019,False,11,-0.1358267716535434,-0.04035433070866146,0.6564960629921257,2.028543307086614,0.3700787401574803,True
2022,False,24,-0.22575814301759645,-0.0007487832272556894,-0.3114938225383751,0.47585174092100346,0.15724447772369898,True
2015,True,517,0.616252821670429,0.796839729119639,0.796839729119639,0.796839729119639,0.796839729119639,False
2018,True,1969,0.0,0.0,0.0,0.0,0.0,
2019,False,21,-0.14629948364888123,0.048192771084337505,-0.11015490533562822,1.0654044750430294,0.5740103270223753,True
2020,False,5,-0.2399113082039911,0.06430155210643007,-0.2900221729490021,0.06430155210643007,-0.48869179600886925,False
2022,False,26,-0.08623298033282911,0.0998487140695914,0.19591527987897117,0.8759455370650528,0.27155824508320703,True
2023,False,27,-0.08614864864864857,0.04729729729729737,0.24282094594594605,0.7305743243243241,-0.14864864864864868,True
2014,False,44,0.0048000000000001375,0.08479999999999999,0.2016,1.064,0.48639999999999994,True
2016,False,3,-0.08343409915356703,-0.002418379685610539,-0.38089480048367585,-0.002418379685610539,-0.19467956469165648,False
2019,False,19,-0.05750798722044714,0.011182108626198062,-0.28274760383386577,0.036741214057508076,-0.24920127795527147,True
2021,False,15,-0.13307984790874527,-0.0076045627376425395,0.0874524714828897,0.3935361216730038,-0.05133079847908739,True
2022,False,24,-0.11302982731554156,0.15070643642072223,-0.3249607535321821,0.15070643642072223,-0.12244897959183676,False
