长度,多头占比
357,0.5167597765363129
500,0.25149700598802394
500,0.5109780439121756
500,0.5109780439121756
374,0.6933333333333334
276,0.703971119133574
500,0.22954091816367264
500,0.5508982035928144
500,0.28542914171656686
500,0.35129740518962077
500,0.4630738522954092
500,0.1996007984031936
500,0.1277445109780439
321,0.14285714285714285
394,0.4607594936708861
441,0.47285067873303166
498,0.6412825651302605
499,0.272
278,0.2616487455197133
402,0.2531017369727047
160,0.14285714285714285
497,0.1827309236947791
410,0.39416058394160586
500,0.5728542914171657
283,1.0
466,0.32119914346895073
441,0.5452488687782805
500,0.3393213572854291
274,0.4036363636363636
495,0.5
500,0.46506986027944114
500,0.469061876247505
481,0.7074688796680498
348,0.9770773638968482
497,0.6506024096385542
498,0.501002004008016
383,0.0026041666666666665
495,0.3387096774193548
407,0.4117647058823529
500,0.36726546906187624
438,0.44646924829157175
500,0.3153692614770459
348,0.44126074498567336
500,0.48303393213572854
500,0.4750499001996008
500,0.3073852295409182
276,0.45126353790613716
435,0.03211009174311927
484,0.4742268041237113
345,0.6647398843930635
495,0.5846774193548387
89,1.0
482,0.2608695652173913
500,0.6606786427145709
217,1.0
497,0.5682730923694779
498,0.2965931863727455
499,0.204
496,0.5492957746478874
273,0.26277372262773724
499,0.36
500,0.38922155688622756
500,0.3253493013972056
178,0.5307262569832403
344,0.3710144927536232
500,0.3872255489021956
500,0.5469061876247505
472,0.21987315010570824
500,0.3772455089820359
453,0.4933920704845815
498,0.6172344689378757
430,0.3248259860788863
350,0.42450142450142453
497,0.3293172690763052
500,0.4111776447105788
185,0.0
500,0.4590818363273453
429,0.12093023255813953
499,0.214
500,0.35728542914171657
345,0.22832369942196531
497,0.45180722891566266
500,0.19161676646706588
338,0.3746312684365782
247,0.4596774193548387
500,0.45708582834331335
474,0.5894736842105263
209,0.9142857142857143
419,0.40714285714285714
116,1.0
500,0.49500998003992014
498,0.4589178356713427
423,0.5400943396226415
426,0.21311475409836064
272,0.2600732600732601
478,0.33194154488517746
368,0.43089430894308944
500,0.37924151696606784
400,0.41895261845386533
499,0.284
500,0.5848303393213573
500,0.5109780439121756
329,0.3181818181818182
441,0.3914027149321267
500,0.42714570858283435
387,0.5850515463917526
495,0.40524193548387094
500,0.47105788423153694
500,0.32335329341317365
500,0.23552894211576847
353,0.1807909604519774
498,0.3847695390781563
463,0.4698275862068966
500,0.249500998003992
500,0.18562874251497005
311,0.14102564102564102
161,0.0
500,0.4291417165668663
173,0.0
500,0.34530938123752497
500,0.3712574850299401
494,0.046464646464646465
77,1.0
454,0.4725274725274725
371,0.5618279569892473
430,0.08584686774941995
499,0.274
500,0.23552894211576847
329,0.6121212121212121
500,0.7225548902195609
486,0.3264887063655031
500,0.313373253493014
500,0.46506986027944114
500,0.3093812375249501
500,0.3213572854291417
494,0.24242424242424243
500,0.4151696606786427
455,0.42543859649122806
500,0.6207584830339321
494,0.44242424242424244
500,0.49101796407185627
321,0.4782608695652174
500,0.11976047904191617
467,0.4551282051282051
500,0.2315369261477046
499,0.642
500,0.5409181636726547
500,0.3033932135728543
499,0.37
424,0.3058823529411765
475,0.5252100840336135
500,0.5229540918163673
499,0.562
245,0.0
500,0.7524950099800399
498,0.48697394789579157
256,0.8287937743190662
500,0.4530938123752495
174,0.0
475,0.5
490,0.4317718940936864
447,0.9397321428571429
497,0.23493975903614459
96,0.0
500,0.36127744510978044
499,0.312
500,0.41317365269461076
500,0.908183632734531
500,0.45109780439121755
500,0.46506986027944114
345,0.3901734104046243
491,0.4959349593495935
496,0.5593561368209256
500,0.5568862275449101
500,0.5668662674650699
500,0.5329341317365269
160,0.006211180124223602
500,0.3373253493013972
477,0.28661087866108786
500,0.6786427145708582
389,0.5871794871794872
264,0.39245283018867927
500,0.38922155688622756
349,0.56
461,0.461038961038961
500,0.46706586826347307
391,0.5153061224489796
500,0.2954091816367265
491,0.241869918699187
426,0.531615925058548
469,0.3680851063829787
267,0.208955223880597
497,0.42570281124497994
500,0.6526946107784432
491,0.491869918699187
483,0.506198347107438
491,0.32926829268292684
499,0.522
499,0.628
500,0.45109780439121755
500,0.5429141716566867
259,0.9076923076923077
468,0.3411513859275053
485,0.3868312757201646
321,0.5838509316770186
500,0.2714570858283433
500,0.3393213572854291
480,0.3180873180873181
473,0.47468354430379744
500,0.4471057884231537
499,0.46
455,0.5657894736842105
468,0.4690831556503198
392,0.366412213740458
500,0.5868263473053892
500,0.43912175648702595
500,0.3532934131736527
479,0.4666666666666667
246,0.8340080971659919
293,0.14965986394557823
500,0.6626746506986028
499,0.738
326,0.599388379204893
450,0.5055432372505543
500,0.31137724550898205
500,0.2315369261477046
421,0.5947867298578199
500,0.5988023952095808
500,0.36726546906187624
466,0.4132762312633833
500,0.2934131736526946
225,0.24778761061946902
143,0.125
482,0.6356107660455487
500,0.3852295409181637
500,0.47105788423153694
500,0.3652694610778443
500,0.5149700598802395
428,0.4801864801864802
499,0.502
483,0.29132231404958675
243,0.5778688524590164
483,0.359504132231405
500,0.3073852295409182
359,0.12777777777777777
497,0.463855421686747
500,0.28542914171656686
500,0.35129740518962077
454,0.3252747252747253
500,0.47704590818363274
238,0.4351464435146444
476,0.3522012578616352
491,0.3048780487804878
500,0.5149700598802395
500,0.39520958083832336
425,0.27230046948356806
286,0.25435540069686413
500,0.26746506986027946
262,0.053231939163498096
500,0.5129740518962076
500,0.49700598802395207
428,0.3962703962703963
500,0.5209580838323353
498,0.5350701402805611
474,0.6421052631578947
500,0.3153692614770459
495,0.5423387096774194
500,0.45708582834331335
499,0.424
500,0.3313373253493014
458,0.5773420479302832
327,0.40853658536585363
313,0.267515923566879
500,0.3592814371257485
104,1.0
418,0.08353221957040573
330,0.37462235649546827
500,0.5888223552894212
500,0.9500998003992016
243,0.8975409836065574
500,0.17764471057884232
436,0.3135011441647597
187,0.0
185,0.0
445,0.48878923766816146
324,0.6707692307692308
398,0.49624060150375937
341,0.5175438596491229
474,0.56
500,0.3712574850299401
500,0.2654690618762475
318,0.4890282131661442
224,0.4488888888888889
385,0.5958549222797928
488,0.5685071574642127
291,0.4280821917808219
482,0.6645962732919255
348,0.9197707736389685
500,0.2055888223552894
475,0.35294117647058826
497,0.5100401606425703
497,0.39357429718875503
404,0.2740740740740741
500,0.5868263473053892
500,0.5049900199600799
500,0.656686626746507
343,0.45058139534883723
500,0.6087824351297405
500,0.43313373253493015
500,0.29141716566866266
500,0.5988023952095808
500,0.46706586826347307
479,0.40208333333333335
489,0.7591836734693878
500,0.37325349301397204
493,0.4959514170040486
496,0.6096579476861167
370,0.5471698113207547
181,0.2857142857142857
500,0.37524950099800397
500,0.3073852295409182
467,0.6730769230769231
348,0.5616045845272206
498,0.2565130260521042
346,0.1930835734870317
500,0.437125748502994
499,0.43
385,0.5673575129533679
500,0.30538922155688625
500,0.37924151696606784
500,0.5469061876247505
500,0.26746506986027946
500,0.2714570858283433
228,0.3624454148471616
490,0.5641547861507128
297,0.17114093959731544
500,0.5968063872255489
500,0.5688622754491018
423,0.41273584905660377
500,0.8542914171656687
475,0.3235294117647059
350,0.43874643874643876
422,0.32387706855791965
500,0.2435129740518962
495,0.49798387096774194
500,0.5469061876247505
472,0.5095137420718816
500,0.18163672654690619
406,0.4742014742014742
500,0.6027944111776448
39,0.0
500,0.4750499001996008
492,0.5740365111561866
485,0.4835390946502058
500,0.6107784431137725
32,0.0
500,0.1996007984031936
337,0.05029585798816568
384,0.42597402597402595
498,0.6012024048096193
493,0.4251012145748988
391,0.3010204081632653
53,0.0
478,0.5678496868475992
15,0.0
500,0.48303393213572854
473,0.5632911392405063
498,0.3967935871743487
120,0.0
181,0.0
500,0.07984031936127745
391,0.44642857142857145
484,0.7443298969072165
500,0.34530938123752497
458,0.3115468409586057
418,0.40572792362768495
494,0.3616161616161616
21,0.0
305,0.31699346405228757
500,0.4351297405189621
404,0.43950617283950616
484,0.6865979381443299
41,0.0
492,0.29006085192697767
449,0.5577777777777778
375,0.6595744680851063
455,0.4276315789473684
383,0.4192708333333333
499,0.472
500,0.38922155688622756
500,0.6307385229540918
500,0.5688622754491018
500,0.3652694610778443
500,0.34930139720558884
500,0.29141716566866266
490,0.384928716904277
471,0.5254237288135594
495,0.41935483870967744
500,0.7624750499001997
500,0.4530938123752495
500,0.6067864271457086
499,0.644
407,0.9779411764705882
500,0.4590818363273453
451,0.6084070796460177
265,0.5714285714285714
500,0.499001996007984
465,0.4313304721030043
495,0.9717741935483871
500,0.5728542914171657
454,0.4747252747252747
488,0.5501022494887525
500,0.4431137724550898
500,0.5768463073852296
203,0.8872549019607843
500,0.47305389221556887
500,0.33532934131736525
369,0.45675675675675675
271,0.4852941176470588
500,0.3013972055888224
73,0.7702702702702703
460,0.5401301518438177
500,0.46107784431137727
468,0.6289978678038379
500,0.16966067864271456
500,0.5808383233532934
470,0.4840764331210191
482,0.3250517598343685
500,0.592814371257485
312,0.0
500,0.4411177644710579
500,0.5429141716566867
414,0.4
455,0.41885964912280704
244,0.7795918367346939
423,0.41273584905660377
497,0.6847389558232931
500,0.6407185628742516
269,1.0
441,0.43665158371040724
500,0.6147704590818364
496,0.5573440643863179
387,0.46134020618556704
500,0.5788423153692615
500,0.590818363273453
490,0.5356415478615071
500,0.5588822355289421
223,0.45535714285714285
443,0.2927927927927928
225,0.6592920353982301
500,0.936127744510978
500,0.31736526946107785
468,0.5607675906183369
427,0.4182242990654206
500,0.16167664670658682
469,0.3638297872340426
352,0.24929178470254956
498,0.40480961923847697
445,0.5493273542600897
486,0.6714579055441479
432,0.6535796766743649
476,0.4025157232704403
500,0.590818363273453
476,0.7023060796645703
500,0.7125748502994012
500,0.3712574850299401
332,0.40540540540540543
500,0.2874251497005988
496,0.22334004024144868
266,0.2696629213483146
355,0.32865168539325845
479,0.4895833333333333
500,0.4930139720558882
481,0.4211618257261411
500,0.47305389221556887
500,0.23353293413173654
500,0.42115768463073855
398,0.3283208020050125
500,0.22554890219560877
500,0.4231536926147705
500,0.6806387225548902
96,1.0
285,0.2762237762237762
498,0.46292585170340683
253,0.2952755905511811
489,0.5612244897959183
433,0.3663594470046083
500,0.33532934131736525
500,0.15768463073852296
462,0.22894168466522677
500,0.5508982035928144
494,0.3090909090909091
422,0.2860520094562648
499,0.59
500,0.2954091816367265
486,0.5338809034907598
497,0.6164658634538153
472,0.5031712473572939
380,0.5039370078740157
214,0.0
472,0.32346723044397463
276,0.3176895306859206
466,0.41755888650963596
472,0.1522198731501057
455,0.40131578947368424
489,0.4204081632653061
277,0.5215827338129496
491,0.6321138211382114
500,0.6706586826347305
486,0.36960985626283366
332,0.2972972972972973
500,0.7564870259481038
481,0.5726141078838174
485,0.8806584362139918
333,0.0658682634730539
500,0.590818363273453
115,1.0
406,0.29484029484029484
500,0.5229540918163673
500,0.5868263473053892
500,0.7105788423153693
500,0.17564870259481039
448,0.6191536748329621
497,0.46586345381526106
492,0.38742393509127787
499,0.376
219,0.5227272727272727
427,0.6845794392523364
500,0.36926147704590817
395,0.5782828282828283
240,0.7178423236514523
500,0.7085828343313373
230,0.7705627705627706
498,0.3366733466933868
250,0.14342629482071714
173,0.20689655172413793
500,0.45708582834331335
473,0.5189873417721519
499,0.436
390,0.45268542199488493
485,0.4156378600823045
479,0.6208333333333333
483,0.45661157024793386
112,1.0
253,0.01968503937007874
500,0.21956087824351297
480,0.6133056133056133
493,0.6032388663967612
490,0.3890020366598778
496,0.49899396378269617
421,0.3175355450236967
295,1.0
500,0.5169660678642715
195,0.6071428571428571
500,0.6407185628742516
236,0.5021097046413502
204,0.0
105,0.0
499,0.556
500,0.2694610778443114
496,0.5975855130784709
495,0.6592741935483871
500,0.6407185628742516
498,0.6412825651302605
397,0.8567839195979899
344,0.4579710144927536
500,0.564870259481038
498,0.32665330661322645
337,0.4260355029585799
496,0.6398390342052314
253,1.0
500,0.42115768463073855
500,0.37924151696606784
500,0.5109780439121756
137,1.0
498,0.4348697394789579
447,0.9977678571428571
500,0.2754491017964072
500,0.2375249500998004
226,0.1145374449339207
500,0.6427145708582834
485,0.5905349794238683
500,0.5129740518962076
496,0.5432595573440644
500,0.5688622754491018
364,0.3095890410958904
56,0.0
494,0.45454545454545453
364,0.6054794520547945
247,0.5645161290322581
481,0.4979253112033195
372,0.46112600536193027
397,0.37185929648241206
500,0.24550898203592814
267,0.1828358208955224
500,0.530938123752495
499,0.724
500,0.20758483033932135
369,0.14864864864864866
184,0.0
499,0.248
479,0.17083333333333334
500,0.2754491017964072
500,0.4171656686626746
203,0.4068627450980392
500,0.6047904191616766
500,0.3812375249500998
500,0.5608782435129741
308,0.20388349514563106
500,0.49500998003992014
500,0.46506986027944114
500,0.5489021956087824
500,0.5728542914171657
500,0.48303393213572854
500,0.530938123752495
500,0.6487025948103793
305,0.6437908496732027
196,0.4467005076142132
500,0.5548902195608783
251,0.05952380952380952
500,0.3013972055888224
437,0.4315068493150685
455,0.6271929824561403
263,0.07954545454545454
500,0.47704590818363274
494,0.49696969696969695
438,0.42596810933940776
500,0.47904191616766467
426,0.882903981264637
487,0.38524590163934425
440,0.54421768707483
500,0.6107784431137725
456,0.4551422319474836
488,0.3721881390593047
500,0.5508982035928144
492,0.3407707910750507
254,0.20392156862745098
475,0.38445378151260506
478,0.55741127348643
499,0.556
473,0.47468354430379744
500,0.6666666666666666
345,0.9855491329479769
129,0.0
500,0.6427145708582834
170,0.0
478,0.40083507306889354
500,0.5429141716566867
498,0.5531062124248497
500,0.5508982035928144
500,0.5548902195608783
195,0.576530612244898
472,0.38266384778012685
500,0.46506986027944114
274,0.43636363636363634
243,0.0
500,0.5588822355289421
500,0.9461077844311377
500,0.1536926147704591
500,0.5988023952095808
115,1.0
460,0.3492407809110629
488,0.5685071574642127
500,0.5888223552894212
500,0.6107784431137725
500,0.47305389221556887
500,0.8942115768463074
467,0.3034188034188034
338,0.34513274336283184
500,0.2954091816367265
500,0.5668662674650699
500,0.5169660678642715
500,0.37524950099800397
500,0.5808383233532934
490,0.5213849287169042
339,0.2088235294117647
136,0.5182481751824818
500,0.3413173652694611
469,0.3893617021276596
500,0.5029940119760479
498,0.5811623246492986
467,0.5705128205128205
500,0.2994011976047904
499,0.642
483,0.6012396694214877
500,0.4630738522954092
475,0.3235294117647059
500,0.5389221556886228
485,0.29012345679012347
500,0.6047904191616766
212,0.0
499,0.356
500,0.5888223552894212
424,0.41411764705882353
500,0.6167664670658682
215,1.0
422,0.41134751773049644
331,0.7590361445783133
425,0.09154929577464789
264,0.1471698113207547
330,0.1691842900302115
478,0.4342379958246347
403,0.38366336633663367
110,0.7747747747747747
481,0.44190871369294604
276,0.5342960288808665
486,0.3182751540041068
500,0.5469061876247505
362,0.39944903581267216
500,0.5389221556886228
481,0.14522821576763487
388,0.17994858611825193
178,0.0
371,0.4166666666666667
500,0.5349301397205589
500,0.313373253493014
500,0.5748502994011976
500,0.3812375249500998
500,0.6107784431137725
500,0.5668662674650699
470,0.19957537154989385
263,0.5984848484848485
500,0.20159680638722555
466,0.17130620985010706
500,0.5588822355289421
488,0.591002044989775
369,0.7810810810810811
470,0.39490445859872614
371,0.521505376344086
500,0.281437125748503
500,0.7245508982035929
500,0.5768463073852296
498,0.41282565130260523
480,0.5343035343035343
500,0.4810379241516966
499,0.096
500,0.6487025948103793
404,0.31851851851851853
500,0.5169660678642715
496,0.6740442655935613
500,0.2714570858283433
500,0.1656686626746507
500,0.5269461077844312
500,0.27345309381237526
500,0.22355289421157684
468,0.3368869936034115
500,0.2834331337325349
500,0.3093812375249501
273,0.4124087591240876
474,0.28842105263157897
500,0.15169660678642716
467,0.4807692307692308
499,0.676
500,0.5289421157684631
473,0.569620253164557
431,0.6134259259259259
491,0.6504065040650406
496,0.30181086519114686
500,0.25948103792415167
488,0.7157464212678937
500,0.4810379241516966
500,0.5069860279441117
500,0.6067864271457086
499,0.43
260,0.04597701149425287
225,0.2079646017699115
150,0.11920529801324503
500,0.6367265469061876
500,0.20758483033932135
500,0.4111776447105788
116,0.0
375,0.42819148936170215
500,0.5029940119760479
103,0.11538461538461539
500,0.5868263473053892
147,1.0
499,0.458
415,0.7283653846153846
362,0.27823691460055094
500,0.5049900199600799
499,0.368
480,0.4074844074844075
500,0.49101796407185627
500,0.9481037924151696
438,0.908883826879271
499,0.314
499,0.502
446,0.7539149888143176
456,0.2647702407002188
270,0.6789667896678967
425,0.3028169014084507
500,0.47904191616766467
167,0.0
500,0.6427145708582834
47,0.4166666666666667
500,0.3992015968063872
500,0.5508982035928144
239,1.0
438,0.3211845102505695
359,0.13055555555555556
449,0.28444444444444444
500,0.2994011976047904
255,0.41796875
116,0.37606837606837606
482,0.37267080745341613
201,0.6485148514851485
498,0.12625250501002003
496,0.27364185110663986
495,0.21169354838709678
496,0.5875251509054326
421,0.07819905213270142
498,0.48096192384769537
274,0.09454545454545454
498,0.44889779559118237
496,0.545271629778672
483,0.4194214876033058
500,0.5289421157684631
384,0.4025974025974026
146,0.0
479,0.30416666666666664
500,0.530938123752495
496,0.11468812877263582
349,0.13142857142857142
479,0.35625
500,0.5788423153692615
500,0.3313373253493014
454,0.42417582417582417
499,0.56
472,0.5095137420718816
59,0.3
500,0.6287425149700598
284,0.28421052631578947
333,0.5299401197604791
500,0.5548902195608783
500,0.3652694610778443
499,0.424
447,0.265625
492,0.3367139959432049
500,0.5329341317365269
344,0.3130434782608696
496,0.49899396378269617
49,0.0
499,0.58
421,0.504739336492891
447,0.5
457,0.5960698689956332
449,0.29555555555555557
335,0.5863095238095238
500,0.47305389221556887
401,0.7313432835820896
396,0.14357682619647355
441,0.4502262443438914
500,0.499001996007984
500,0.26746506986027946
500,0.40718562874251496
490,0.5845213849287169
484,0.6618556701030928
498,0.3907815631262525
385,0.4274611398963731
491,0.25
500,0.24151696606786427
500,0.6347305389221557
387,0.8530927835051546
378,0.46174142480211083
486,0.7207392197125256
489,0.37755102040816324
142,0.45454545454545453
461,0.3593073593073593
228,0.29694323144104806
456,0.4551422319474836
456,0.48358862144420134
368,0.5989159891598916
265,0.06390977443609022
500,0.2754491017964072
500,0.10578842315369262
500,0.5828343313373253
500,0.5888223552894212
500,0.40119760479041916
167,0.005952380952380952
52,0.018867924528301886
500,0.36127744510978044
500,0.5229540918163673
458,0.10893246187363835
480,0.42411642411642414
333,0.25449101796407186
484,0.18969072164948453
445,0.37668161434977576
500,0.3932135728542914
500,0.3013972055888224
500,0.24750499001996007
442,0.1489841986455982
328,0.24316109422492402
499,0.262
500,0.22355289421157684
499,0.444
426,0.6440281030444965
480,0.3367983367983368
500,0.6826347305389222
492,0.5253549695740365
295,0.12162162162162163
484,0.2268041237113402
416,0.513189448441247
500,0.5489021956087824
500,0.24750499001996007
400,0.4937655860349127
490,0.5804480651731161
498,0.6232464929859719
500,0.38323353293413176
500,0.47704590818363274
401,0.5945273631840796
143,0.0
500,0.5409181636726547
425,0.636150234741784
500,0.6766467065868264
